"Id","MSZoning","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","Heating","HeatingQC","CentralAir","Electrical","KitchenQual","Functional","FireplaceQu","GarageType","GarageFinish","GarageQual","GarageCond","PavedDrive","SaleType","SaleCondition","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","SalePrice"
703,"RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","1Fam","2Story","Hip","CompShg","VinylSd","VinylSd","BrkFace","Ex","TA","PConc","Ex","Gd","No","Unf","Unf","GasA","Ex","Y","SBrkr","Ex","Typ","Gd","BuiltIn","Fin","TA","TA","Y","New","Partial",4.98498650420186,-3.09516888671556,0.686334451734848,0.418779347237525,-1.1784356797339,-0.69764712797147,-0.421782109936985,0.309863470978777,-0.0945486007698973,0.337455165249186,-0.323853072149756,0.0995426444660285,0.922571511610637,0.7649106878046,0.101094686295123,-1.11242277659796,-0.299530652649959,0.591827704124234,-0.509683158435416,-0.633561748744165,0.378688444995807,0.75514782808058,-0.116083443705599,-0.303649846627099,0.0895435382027025,0.461347558844426,-0.468294334178608,-0.505333297866923,0.367057911994932,-0.374837773637308,361919
704,"RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Feedr","Norm","2fmCon","2Story","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","Gd","BrkTil","Gd","TA","No","Unf","Unf","GasA","Gd","Y","SBrkr","Gd","Typ","Po","Detchd","Unf","TA","TA","N","WD","Normal",-0.358072090505971,-3.68936155408244,-0.301733923593129,-1.36914890767616,2.23313792037889,0.963630437520643,2.72680269186871,2.29531591443173,0.994988451012952,0.0227150544628349,2.09937547481244,-0.418027748893621,1.34812724751574,-1.32537601106226,1.14728102894176,1.51177594310992,-2.19888436295584,0.214994079992443,1.35043688123224,-1.88668235431502,0.382334806479974,-0.231295164223208,-0.242679309424944,-1.67659034015834,-0.176150316117962,1.04374011743527,1.02994732197935,-0.405984086098868,0.0437857982864398,-0.871140460651083,140000
705,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Av","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Fa","Attchd","RFn","TA","TA","Y","WD","Normal",1.78675280467999,1.82053268727376,0.751069572843209,1.29569172119901,0.770679874769682,1.68927082960354,1.67539831746831,0.45028383549077,1.88409655561261,1.58040482982512,1.29266495538173,2.35196201630682,-3.18761668338025,-0.56687449901038,-2.02433945195747,-0.67640467033022,-0.210989257529838,0.231372385682436,-0.915828385964211,1.02027482268646,0.178367042857711,0.631422213177647,0.0122900428376959,0.716123591868726,0.261326624460848,0.213574990078445,-0.341209156699948,-0.120343023284746,0.25597094398694,0.0551513388594754,213000
706,"RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","2fmCon","2Story","Hip","CompShg","VinylSd","Wd Shng","None","Fa","Fa","Slab","Ex","Po","Gd","GLQ","ALQ","GasA","Fa","N","SBrkr","Fa","Mod","Gd","Attchd","Unf","Fa","Ex","N","WD","Normal",-4.20790780098365,-3.44015939126631,0.376592568945372,-1.39354751327433,4.38805568554755,-0.210821006205598,2.00188717131295,1.1272249492006,2.24087658820104,-1.19266404396098,-4.06223511514142,-0.701428827461572,-0.475727238157741,0.190266366829299,-1.72023189335631,2.00144801205625,-2.68116839404091,-0.468938181613719,0.452731813597807,0.183121611970014,-1.14549786830167,-0.391290826336905,-1.6505239577495,-1.61111831338763,-1.03867081834192,0.651344326299755,-0.00364880513688845,0.855638556809525,0.662757734248326,-0.829190432836914,55000
707,"RL","Pave","IR2","Low","AllPub","CulDSac","Sev","ClearCr","Norm","Norm","1Fam","1Story","Gable","CompShg","Plywood","Plywood","Stone","TA","TA","CBlock","Gd","TA","Gd","GLQ","Unf","GasA","TA","Y","SBrkr","Gd","Typ","TA","Attchd","Unf","TA","TA","Y","WD","Normal",4.27903410472813,3.48325961150281,-4.69125580319105,-0.817251700115325,-0.886170073527343,0.63455263114196,-1.7100222874053,1.75692715436573,0.397544867291918,1.56926395756984,-1.41914317741889,0.399616947404567,0.675827012649577,2.05071769979501,0.802734637982312,-1.99898714558542,-1.43160284411787,-1.22440452947301,9.09395575739095,-0.776435544192175,-4.19343410220526,3.38604104147395,0.550253211575246,1.9917706447258,3.04581205414116,-0.345184518571996,-0.629365365672319,0.35518795069308,0.741977809705672,0.619180090781885,302000
708,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story","Hip","CompShg","MetalSd","MetalSd","BrkFace","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","WD","Normal",1.72746120528554,1.95313420894518,2.08138124987488,-0.479577524802326,1.33163955424994,-1.06550631046362,1.05726737004949,-0.279993501010059,-0.247366770902955,0.506591819891181,0.734422512164579,-0.367485262398892,0.495459199641437,0.201650787866889,-0.0452734737846111,0.125798302621959,-0.314523415144737,-2.06133111739507,0.01784291330653,0.0388869367939851,-0.452065647091467,0.119458272753882,-0.540371845463091,0.19997749917698,-0.311364781943993,0.248037900416953,0.0305561389774819,-0.0399301241470637,0.375308885572046,0.146589697870775,254000
709,"RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","Hip","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","Av","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","New","Partial",0.991915885505833,-1.8022458734629,2.18745508401157,0.126638971060835,-0.916578229386621,-0.235589968020599,-0.694015386054172,0.452272243894953,-0.055925825665324,0.388603334486769,-0.219948790181269,-0.116753237238563,-0.154729938965197,0.273248613130825,0.163964968279914,-0.293650483069617,-0.37464621892388,-0.25602643514335,0.220030476833625,1.01916990913042,-0.337482359704327,-0.720737060328564,0.071734557887791,-0.564790157593684,0.223018564891734,0.133798869498982,-0.192704522310042,0.0114066604889497,0.353471885580253,-0.0595409102321046,179540
710,"RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","HdBoard","BrkCmn","TA","TA","PConc","TA","TA","No","Unf","Unf","GasA","TA","Y","SBrkr","TA","Typ","Gd","Attchd","Unf","TA","TA","Y","WD","Abnorml",-2.66110104942957,0.0697447103694205,-0.299753291781652,1.71406689092506,-0.71327510218144,-0.803669160492759,-0.221445072448859,0.0814301533970607,1.16088721838052,1.04739173502055,0.262667509987222,-0.485507646078652,0.227087434866479,-0.0224890210789933,0.470510306235127,0.477132666853813,-0.122560151615285,-0.878729840702589,-1.15789240307997,-0.51589221235572,-0.769664847771552,-0.054868126259229,0.119821646098845,0.232472978581279,-0.145604327608217,0.4339947933935,0.379391275696611,0.387325307394623,0.271584315598169,-0.508459932564884,109900
711,"RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","CBlock","TA","TA","No","Unf","Unf","GasA","Gd","Y","SBrkr","TA","Maj2","Ex","Attchd","RFn","Gd","Ex","N","WD","Normal",-5.14273134794909,0.229270147664729,0.71538225194437,0.377505649571276,-0.427264148939735,0.130807903149977,0.249392998618858,0.102708351739346,0.552612095264164,0.40577679504221,-0.490162818357657,-0.544706514429285,-0.558555537721707,-0.0999751766715693,0.756579888700713,-0.536039645289182,0.124866669555968,-0.478055919470366,-0.342471866388221,0.300732083066954,-0.876809473655371,0.0763026700936994,-0.59008643459675,-1.08659510500991,0.451905600053186,-0.48202965181907,-0.327797173225226,-1.35894908633811,-0.533732260344463,-0.126386446671964,52000
712,"C (all)","Pave","Reg","HLS","AllPub","Inside","Mod","IDOTRR","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","MetalSd","MetalSd","None","TA","TA","Stone","TA","TA","Mn","Unf","Unf","GasA","Gd","Y","SBrkr","TA","Typ","Ex","Detchd","RFn","TA","TA","N","WD","Abnorml",-3.66035163488993,-0.700914734082717,-1.20698709657504,0.8187106586678,-0.383752726477302,2.41093879111689,0.924407777383091,-0.0287530604760854,-0.365309642666871,-0.788991858184039,0.244048345610321,0.54251196680026,0.722929777015901,-0.142371955175663,-0.0501368854746915,0.289935664133595,-0.412405020205599,0.26940037453933,0.159386394930667,-0.68642816244417,0.478285540284844,0.43618967995218,0.116993724545624,0.299072316022276,-0.277387821636191,-0.388340952724641,-0.0486604655000639,-0.109368145528591,-0.00275725553586857,-1.58592150699347,102776
713,"RL","Pave","IR1","HLS","AllPub","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story","Gable","CompShg","HdBoard","HdBoard","None","Gd","TA","PConc","Gd","TA","Mn","GLQ","Unf","GasA","Gd","Y","SBrkr","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","WD","Normal",0.647656909887394,1.7077708274315,1.86474880098867,-0.499098734553948,1.16628593893613,-1.18197939738799,0.974754572039839,-0.763278956438446,-0.745205072100271,0.520289439474369,0.238133898523282,-0.559576801678348,0.133861657958564,-0.420717209740657,-0.178614972638988,-0.203861569186151,0.00823701448355861,-1.49559517018801,0.720722705268045,-0.263476769507134,0.653263284273019,-0.350888736439177,-0.568928228119736,0.508066868590341,-0.362944938722673,0.173162295423119,-0.039335929012259,0.567605191970358,0.347056545630969,0.613512783687229,189000
714,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","RRAn","Norm","2fmCon","1Story","Gable","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","TA","Av","ALQ","Unf","GasW","TA","N","SBrkr","TA","Typ","Gd","Detchd","Unf","TA","TA","Y","WD","Normal",-1.05333759677875,0.729159533876221,0.821130601433185,-1.26137699438106,1.73792216949818,-1.03490345739863,-0.422155109042928,-1.37866452797079,-0.819576557672629,0.433629084281183,-1.42649268155083,-0.152036629553283,-0.852320064106514,-1.27056233065787,-0.411984767555752,0.109607842353188,1.47693128551981,1.25313799558387,1.34472898335258,-2.38033183979921,1.05040436683971,0.73955983304658,-0.222112703112695,0.85648974508648,-0.607867470462054,1.95959509428448,1.17281735193668,-0.957068043782416,-0.362662087837308,0.179577339322686,129000
715,"RL","Pave","IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","RRAe","Norm","1Fam","2Story","Gable","CompShg","HdBoard","Plywood","BrkFace","Gd","TA","CBlock","TA","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Fa","Attchd","RFn","TA","TA","Y","WD","Normal",-0.0834926094226492,-1.08418315913217,1.0485807882037,-1.20896327955313,-1.26078611331676,2.20220286684648,0.737670543675144,0.194675191640348,1.04036178331982,-0.272934543587467,0.0861956539894748,0.193469355224584,-0.0418001167944449,-0.431734865247724,0.60511827554141,0.902188182400553,0.454259121524643,0.606999403902052,-0.147700911578883,-0.790694708031167,-1.63940758057267,0.644411575473095,-0.293961892592525,-0.190607417294494,0.353454323005023,-0.499934845942836,0.64286142304996,0.656079455451553,-0.629784472577191,0.23697679165678,130500
716,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story","Hip","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","Gd","TA","No","Unf","Unf","GasA","TA","Y","SBrkr","TA","Typ","TA","Attchd","RFn","TA","TA","Y","WD","Normal",0.144785281424811,-0.10296308335108,-0.389074588673658,2.2471564350715,-0.0131062458195639,0.220082455268991,-0.433260102322283,0.0584206625028153,0.484703401735549,-0.428721824497689,0.465999382100566,0.267981941376986,0.128076098785758,0.416898466408096,-0.0456844472000354,0.0468047084852146,-0.218411992987125,-1.04010628654156,-0.339540121621282,-0.0141991154757291,-0.601221319687417,-0.63808695134213,-1.03610377610601,0.192052915934314,0.167066078292197,0.188588895213001,-0.0947493145903266,0.161025164126952,-0.165545751401498,0.114667498453582,165000
717,"RM","Pave","Reg","Bnk","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story","Gable","CompShg","Wd Sdng","VinylSd","None","TA","Gd","BrkTil","TA","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","TA","Typ","Ex","Detchd","Unf","TA","TA","P","WD","Normal",0.275545346408079,-2.8107521021169,-0.765373747012512,-0.116636531041704,-1.51257589582697,0.251260372096629,1.17255384511782,-0.844272224725799,-0.492377551777682,1.30863491079897,0.694903689569124,0.00740700881143097,1.54712562771293,-1.2103390911903,-0.494185886735443,1.15382805799531,-0.0789779621730293,0.947749014035193,0.00373380465855154,-0.391963486522095,-0.381559606863124,0.230303666853938,1.46009665829036,0.571777318134207,0.034044504076329,-1.30120331562308,0.200999509911082,-1.36033419177003,0.479986266614542,-1.01421676629834,159500
718,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","HdBoard","None","TA","TA","CBlock","Gd","TA","No","BLQ","Unf","GasA","Gd","Y","SBrkr","Gd","Typ","Fa","Attchd","Unf","TA","TA","Y","WD","Normal",-0.42570684500251,1.45294666968694,-0.452524864489091,-1.04439724529812,-1.65131717022592,-2.13102553823426,0.549764224769598,1.90817624898909,1.20290584199437,-0.416433945140728,-0.0646722357876299,1.0902321426369,0.108854345287987,1.05870303575428,0.72257148751957,1.2228315364762,1.40271240808411,-1.5149377363001,-0.19376054907176,0.15143933752569,0.338588632105152,-0.761713217372614,1.67668153741019,-0.795068603560285,0.341665045884459,-0.310057727948221,0.440345282049046,-0.423446156485178,-0.681388169451752,0.567577830660931,157000
719,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story","Hip","CompShg","Wd Sdng","ImStucc","BrkFace","Gd","TA","PConc","Gd","TA","Gd","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","WD","Normal",4.88919321034385,-0.735725931127068,-0.921560730151099,-2.21748845584069,0.0531097485310114,0.491371264789083,-0.409051592485635,-1.02333261366893,-1.01795142527834,1.0809636799896,-0.0109939157894252,1.20631442803367,1.79146095855052,0.0881374567171045,-1.43704984667012,1.18782742539132,1.16772414474679,-0.275318840770658,-0.902738591839545,-0.701543430065542,0.603165957634674,1.80939372790717,-0.46315364772456,-1.28868242483134,0.356539460860829,0.182587976721321,-0.0145762720502423,-0.292885963845165,-0.338829603889128,-0.494985816406352,341000
720,"RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","Plywood","None","TA","TA","CBlock","Gd","TA","Gd","ALQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","Po","Attchd","Unf","TA","TA","Y","WD","Normal",-2.13817337068302,0.367953778573498,-0.190429553428632,0.0730006887555944,-0.841141467135015,-0.279052350204482,-0.96950474913222,-0.367013378144934,0.285749161328116,0.200375867031386,-0.706510137422785,0.397701307061051,0.0433479171717078,0.466114863775396,0.562386025506292,-0.885221193054046,0.0604469645200152,0.683172398417484,-0.136082162649226,0.490542667931338,-0.332403805002134,-1.34557065816586,0.901847242964609,-0.384470508595862,0.684629973825484,-0.0155971611021604,0.974069267717801,0.513679237249993,-0.264594081546823,0.154834495808573,128500
721,"RL","Pave","IR1","Low","AllPub","CulDSac","Mod","StoneBr","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","HdBoard","None","Gd","TA","PConc","Gd","TA","Gd","GLQ","Unf","GasA","TA","Y","SBrkr","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","WD","Normal",1.43088856332733,1.79919997182989,-0.171847173832196,0.0338610229276588,1.61398347098516,-2.02808670115262,0.972125211526647,-1.38807633696543,-2.1898525873158,1.62576702508324,0.734141676332317,0.515334470058515,1.96316314216304,-0.675265407910102,-1.10806948963727,0.434154772469386,0.216144722289123,-1.1915580050741,0.49553063179592,1.79315187278348,0.254073922588239,0.340500576584412,0.421132956598576,-0.0317810067747087,-0.698153077151938,-0.412534151810823,0.766540675972139,0.486990970931774,-0.137564403569762,0.188660739443572,275000
722,"RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","TwnhsE","1Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Av","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Ex","Attchd","RFn","TA","TA","Y","WD","Normal",-1.47158005214212,2.99434407546141,3.34030598368171,-1.01082487725968,0.987663189055526,1.00851390419446,0.588889216296486,0.115778855470462,-0.611942292582373,-0.483152866209732,0.163698917255591,0.288214264102937,0.173683833838864,0.3801497909074,-0.102096284190435,0.559376884588659,-0.623581054412495,-0.723781804725361,0.14742015067799,-0.549371281024791,-0.436683666741997,0.800404057631853,0.014913214249163,-0.211021534680268,-0.336352409721531,0.259717883266356,-0.256474436963843,-0.370050339443049,0.0785388189034502,-0.129520681949671,143000
723,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","MetalSd","MetalSd","None","TA","Gd","CBlock","TA","TA","No","ALQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","Fa","Detchd","Unf","TA","TA","Y","WD","Normal",-2.40407483692431,0.695591064474596,0.426577033110942,1.30794747760709,-0.664308023591745,0.698126779045402,-0.29469318344395,0.559680089409513,0.887138132430149,0.307799167540037,0.28244063985211,-0.0661995575574632,-0.0148677197503005,-0.0567585227400586,0.456911221084928,1.2306708999579,-0.227741541782607,-0.104586955582354,-0.574484615819944,-0.512282076275293,-0.27999100258333,-0.191287918328472,0.08574152131615,0.447294480769228,0.551986767593459,0.654370423379675,0.812455425089186,0.249779966564392,-0.208017136713992,-0.927543464992513,124500
724,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","MetalSd","MetalSd","None","TA","TA","PConc","TA","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","TA","Typ","Ex","Detchd","Unf","TA","TA","Y","WD","Normal",-1.57529659406171,-1.64191347659653,-0.662218089364022,1.12680239044664,-0.173482250480378,-0.0848601577559042,-0.32445368261701,-0.624755457366538,0.946357265772079,-1.31266437594164,0.729969074822471,-0.438052404229155,-0.914737255829068,-0.473331716233643,0.963594702162179,0.492474760676013,-0.953592770495135,0.583334536206498,-0.214771912003154,0.946855757895864,0.506613976699502,1.05517383174808,-0.538060123166017,1.03819699285789,0.254687366017441,0.235922284828269,0.221354354414626,-0.0729836332212152,-0.875280528482784,-0.326923574109705,135000
725,"RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story","Hip","CompShg","CemntBd","CmentBd","Stone","Ex","TA","PConc","Ex","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Ex","Typ","Gd","Attchd","Fin","TA","TA","Y","WD","Normal",4.59100977556078,2.38421232765183,-0.123601840523869,-0.00765709178353424,0.501425676406575,1.68604323144501,0.598408214798436,0.581936631211984,-0.130475829621164,-0.354015596806499,0.190904344214647,0.205273974347989,0.540925918994312,0.578132683625637,0.77939196219119,-0.0359430853039031,0.212532393596451,0.435723731608499,-0.177266670183366,0.0372304321559744,0.778424000381725,0.354411532878045,-0.621501323769282,-0.167744795462232,0.254177102702001,0.20139090253845,-0.108933840525295,-0.11416053339753,1.00127384619147,0.498092214759817,320000
726,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","Plywood","None","TA","TA","CBlock","TA","TA","No","ALQ","BLQ","GasA","TA","Y","SBrkr","Gd","Typ","Ex","Detchd","Unf","TA","TA","Y","WD","Normal",-2.09902467839394,1.17195655437572,0.330446111417029,0.405744638921273,-0.392900294550322,-0.432829589280795,-0.658470681685402,1.24953486334692,0.949383716233002,0.523982329292317,0.121266299646228,-0.804469281304885,0.220207138345919,0.295394242886839,-0.88035102336349,1.68590045368245,-0.646446303847431,-0.753350788159733,-1.10359485259086,-0.575754809705048,0.0922530479432541,-0.0730897081426302,-0.407718088744585,0.784380257808161,0.794825347132126,0.219999596363892,0.916566874099781,-0.151148256098406,-0.0173413009305288,-0.608537337808246,120500
727,"RL","Pave","IR1","Lvl","AllPub","Corner","Gtl","Crawfor","Norm","Norm","1Fam","1Story","Hip","CompShg","Wd Sdng","Plywood","BrkFace","Gd","Gd","CBlock","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","WD","Normal",1.60941936571775,2.34524664153942,-1.12010827427187,-0.89617511701357,-1.2449168071226,0.0977465814591469,3.00589478154787,1.25616796397213,3.50332223994151,4.28338504190471,2.29586516495441,2.30019704507528,-2.56626885227421,-0.571993489028965,-1.54500199267583,-1.17977372346806,-1.47746384298728,-0.544489030309527,0.0416870653442456,-0.409091229157321,-0.568346906859445,1.13763270240612,-0.817559493847975,-0.718617978179582,0.70304132450473,0.698470438205309,0.809483180893086,0.450430657061989,-0.496394554103057,0.205047161591771,222000
728,"RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","Stone","Gd","TA","PConc","Gd","TA","Av","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Ex","Attchd","RFn","TA","TA","Y","WD","Normal",1.01603515187295,2.29963368837384,1.65168660881728,0.547231969344899,0.631030375069309,1.75714998629914,0.237809964848161,0.659354328591843,-0.252635699623569,-0.264092828898626,0.0661905985431719,-0.0038883192236421,-0.171408463301359,0.0869863440292068,0.570654696571057,0.523520893119094,0.0245740406456301,0.542733732360816,-0.187400598570902,0.832099249190276,0.19340475762496,0.328179910424567,-0.271041287283537,-0.000940726650691101,0.224625679037276,-0.449328130603767,-0.732146610468122,0.141081096361932,0.11899707817148,-0.0577463852168399,194500
729,"RL","Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","Duplex","1Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","TA","TA","CBlock","TA","TA","No","Unf","Unf","GasA","TA","Y","SBrkr","TA","Typ","Ex","Detchd","Unf","TA","TA","Y","COD","Abnorml",1.71956287572893,-1.48258225706328,-1.75287046772992,2.78614041896064,4.38681320750167,0.260089005680373,-0.321171640665545,0.971720233317049,1.06685588240937,-0.455620986012854,1.14386970613263,-0.00745030490847999,0.350977402179421,-0.932820665164664,-0.184964189819761,1.45428196158961,-0.95736608350514,0.401616829094872,-0.012690619010842,-1.78562850120174,0.396366975021333,-0.408603019275618,1.35751066152428,0.484496454771794,-0.0248484044628548,0.882137603005341,-0.795246329148679,0.337530762568604,-0.574107343907235,0.055616698378118,110000
730,"RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","MetalSd","MetalSd","None","TA","TA","CBlock","TA","TA","No","BLQ","Unf","GasA","TA","Y","FuseA","TA","Typ","Fa","Detchd","Unf","TA","TA","Y","WD","Normal",-3.43390911539255,-0.278677873711745,-1.07335893920362,1.40914941384131,0.284365721169711,1.69108693858812,1.19057557724674,-1.15460867105391,-3.90021900764291,0.231299612102645,1.34917734339576,-0.580061751252992,-2.53963058398746,4.89029215555191,-0.89581545953325,2.77363685906307,0.17991947900339,1.72360734256068,0.28812455924323,-1.25677411939099,0.440265980888076,-0.230372307911235,0.0681858356249311,-0.184934876040936,0.863447762496536,-0.354040474784327,-0.0511461494211669,0.408222741358269,-0.31996074344154,-0.121465104285821,103000
731,"RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story","Gable","CompShg","CemntBd","CmentBd","None","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","WD","Normal",1.92235259437046,2.39320835279084,1.56363133973695,-0.782257397766684,1.50804786059663,1.10908839155707,1.90487280169485,-0.547415050316585,-1.09168393881001,-0.880104193716365,0.0163265544264955,-0.337740756661742,-0.195030081955376,-0.471511567158839,0.0166665832898978,-0.33981837301762,0.283034246608003,-0.960260222176661,1.05367865337872,-0.37705622452859,1.43514705489845,-0.242113939743891,-0.312286424296048,0.714723901269568,-0.203248498103805,-0.276468204114016,0.534193037495508,0.167475830498751,0.202214399926679,0.362254958824303,236500
732,"RL","Pave","IR1","Lvl","AllPub","Corner","Gtl","Timber","Norm","Norm","1Fam","SLvl","Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Ex","TA","Av","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","WD","Normal",1.25692433598014,1.59259947070927,1.19625433577299,-0.91589228975439,0.836033139015965,-0.146563380563973,-0.142360050817868,0.159944482827762,-0.139472029155781,0.0911383291516968,-0.0273900539635504,0.408483600053829,0.354694589957308,0.537603631226882,0.653549382238172,-0.489551621844186,0.258226599252425,0.632260987533102,-0.111721973697705,0.360846813051327,-0.754879374712036,0.458511633918671,-1.51655213336416,-0.886328159976989,0.276257219619487,1.20352227792052,0.0382673691598592,-0.034879780682902,0.171709882709234,0.546259850991731,187500
733,"RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Av","ALQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","TA","Attchd","Fin","TA","TA","Y","WD","Normal",2.51401771984635,-1.65870938316545,0.967429874856911,0.154339007619153,-0.727031789583203,0.117189801508111,-0.201490339998274,0.0858566152969806,0.0139762591696281,-0.0241649628819702,-0.378567638255903,-0.0245588641701436,0.0718379002707608,0.450030498618028,-0.0503317001675351,-0.642569666329311,-0.113813049582031,-0.677608185077274,-0.000134255216149719,-0.182737074450894,0.0323934687600535,0.0170069731445724,0.0566239126102869,-0.377758430035952,-0.00296137833634429,-0.298319558920956,0.0218479664715337,-0.0678190934344401,-0.0330780318413768,-0.368963228229775,222500
734,"RL","Pave","Reg","Lvl","AllPub","Corner","Gtl","Sawyer","Feedr","Norm","1Fam","1Story","Hip","CompShg","HdBoard","HdBoard","None","TA","TA","CBlock","TA","TA","No","BLQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","TA","Attchd","RFn","TA","TA","Y","WD","Normal",-1.74378227325561,1.37565987833425,-1.07462389694323,-0.638028389941528,0.104293168704633,1.59149657969805,0.420600578197132,0.419319283357411,0.567403541413066,-0.0631952648225815,-0.562411420016114,-0.295317194424906,-0.0748781516586724,0.513715321614707,0.894641399380698,-0.497243513165483,-0.222008782667445,-0.141168651720983,-0.178885592812524,0.606729572119707,0.272675830759298,-0.684975800522182,-0.242919446379403,-0.304607468533604,-0.0250764564784585,0.77568069485863,-0.350036959642247,-0.390449679758577,0.076873787050418,0.0801293796391399,131400
